shipment_batch_id,shipment_date,shipment_due_date,production_year,target_retail_year,customer,destination,label_code,season,gender,fabric,garment_type,color,garment_units,label_qty,fabric_yards,zipper_button_qty,label_weight_kg,fabric_weight_kg,zipper_button_weight_kg,total_weight_kg,box_count,weight_basis,scenario_tag
SHP-202501-03,2025-01-27,2025-01-27,2025,2026,River Outdoor Co.,부산항,W2WPM10GY,여름,여성,혼방,바지,그레이,30726,30726,49161.6,30726,30.726,14748.5,153.63,30.726,4,label_agent: 1000pcs=1kg; fabric_agent: 0.3kg/yard; zipper_agent: 5g/pcs,supply_crack
SHP-202502-01,2025-02-07,2025-02-07,2025,2026,Mode Basic Partners,부산항,W4WDP11BK,겨울,여성,폴리에스터,다운,블랙,33359,33359,80061.6,33359,33.359,24018.5,166.795,33.359,4,label_agent: 1000pcs=1kg; fabric_agent: 0.3kg/yard; zipper_agent: 5g/pcs,supply_crack
SHP-202502-02,2025-02-15,2025-02-15,2025,2026,North Peak Apparel,인천항,W2MTC08RD,여름,남성,면,티셔츠,레드,33690,33690,40428.0,33690,33.69,12128.4,168.45,33.69,4,label_agent: 1000pcs=1kg; fabric_agent: 0.3kg/yard; zipper_agent: 5g/pcs,supply_crack
SHP-202502-03,2025-02-23,2025-02-23,2025,2026,Urban Trail Korea,부산항,W2WPL07BE,여름,여성,린넨,바지,베이지,27018,27018,43228.8,27018,27.018,12968.6,135.09,27.018,3,label_agent: 1000pcs=1kg; fabric_agent: 0.3kg/yard; zipper_agent: 5g/pcs,supply_crack
SHP-202502-04,2025-02-28,2025-02-28,2025,2026,Daily Cotton Studio,인천항,W1MTP05BE,봄,남성,폴리에스터,티셔츠,베이지,27143,27143,32571.6,27143,27.143,9771.5,135.715,27.143,3,label_agent: 1000pcs=1kg; fabric_agent: 0.3kg/yard; zipper_agent: 5g/pcs,supply_crack
SHP-202503-01,2025-03-08,2025-03-08,2025,2026,River Outdoor Co.,인천항,W2MPL09NV,여름,남성,린넨,바지,네이비,36389,36389,58222.4,36389,36.389,17466.7,181.945,36.389,4,label_agent: 1000pcs=1kg; fabric_agent: 0.3kg/yard; zipper_agent: 5g/pcs,supply_crack
SHP-202503-02,2025-03-18,2025-03-18,2025,2026,Mode Basic Partners,부산항,W2WPM10GY,여름,여성,혼방,바지,그레이,36097,36097,57755.2,36097,36.097,17326.6,180.485,36.097,4,label_agent: 1000pcs=1kg; fabric_agent: 0.3kg/yard; zipper_agent: 5g/pcs,supply_crack
SHP-202503-03,2025-03-27,2025-03-27,2025,2026,North Peak Apparel,인천항,W3MJW01NV,가을,남성,울,재킷,네이비,38369,38369,80574.9,76738,38.369,24172.5,383.69,38.369,4,label_agent: 1000pcs=1kg; fabric_agent: 0.3kg/yard; zipper_agent: 5g/pcs,supply_crack
SHP-202504-01,2025-04-08,2025-04-08,2025,2026,Urban Trail Korea,인천항,W2MTC08RD,여름,남성,면,티셔츠,레드,33733,33733,40479.6,33733,33.733,12143.9,168.665,33.733,4,label_agent: 1000pcs=1kg; fabric_agent: 0.3kg/yard; zipper_agent: 5g/pcs,supply_crack
SHP-202504-02,2025-04-18,2025-04-18,2025,2026,Daily Cotton Studio,부산항,W2WPL07BE,여름,여성,린넨,바지,베이지,36190,36190,57904.0,36190,36.19,17371.2,180.95,36.19,4,label_agent: 1000pcs=1kg; fabric_agent: 0.3kg/yard; zipper_agent: 5g/pcs,supply_crack
SHP-202504-03,2025-04-27,2025-04-27,2025,2026,River Outdoor Co.,인천항,W1MTP05BE,봄,남성,폴리에스터,티셔츠,베이지,35651,35651,42781.2,35651,35.651,12834.4,178.255,35.651,4,label_agent: 1000pcs=1kg; fabric_agent: 0.3kg/yard; zipper_agent: 5g/pcs,supply_crack
SHP-202505-01,2025-05-07,2025-05-07,2025,2026,Mode Basic Partners,인천항,W2MPL09NV,여름,남성,린넨,바지,네이비,43556,43556,69689.6,43556,43.556,20906.9,217.78,43.556,5,label_agent: 1000pcs=1kg; fabric_agent: 0.3kg/yard; zipper_agent: 5g/pcs,supply_crack
SHP-202505-02,2025-05-15,2025-05-15,2025,2026,North Peak Apparel,부산항,W2WPM10GY,여름,여성,혼방,바지,그레이,46810,46810,74896.0,46810,46.81,22468.8,234.05,46.81,5,label_agent: 1000pcs=1kg; fabric_agent: 0.3kg/yard; zipper_agent: 5g/pcs,supply_crack
SHP-202505-03,2025-05-23,2025-05-23,2025,2026,Urban Trail Korea,인천항,W3MJW01NV,가을,남성,울,재킷,네이비,36700,36700,77070.0,73400,36.7,23121.0,367.0,36.7,4,label_agent: 1000pcs=1kg; fabric_agent: 0.3kg/yard; zipper_agent: 5g/pcs,supply_crack
SHP-202505-04,2025-05-28,2025-05-28,2025,2026,Daily Cotton Studio,부산항,W4WDP11BK,겨울,여성,폴리에스터,다운,블랙,37361,37361,89666.4,37361,37.361,26899.9,186.805,37.361,4,label_agent: 1000pcs=1kg; fabric_agent: 0.3kg/yard; zipper_agent: 5g/pcs,supply_crack
SHP-202506-01,2025-06-08,2025-06-08,2025,2026,River Outdoor Co.,부산항,W2WPL07BE,여름,여성,린넨,바지,베이지,43517,43517,69627.2,43517,43.517,20888.2,217.585,43.517,5,label_agent: 1000pcs=1kg; fabric_agent: 0.3kg/yard; zipper_agent: 5g/pcs,supply_crack
SHP-202506-02,2025-06-18,2025-06-18,2025,2026,Mode Basic Partners,인천항,W1MTP05BE,봄,남성,폴리에스터,티셔츠,베이지,35955,35955,43146.0,35955,35.955,12943.8,179.775,35.955,4,label_agent: 1000pcs=1kg; fabric_agent: 0.3kg/yard; zipper_agent: 5g/pcs,supply_crack
SHP-202506-03,2025-06-27,2025-06-27,2025,2026,North Peak Apparel,부산항,W2WTL06WH,여름,여성,린넨,티셔츠,화이트,37437,37437,44924.4,37437,37.437,13477.3,187.185,37.437,4,label_agent: 1000pcs=1kg; fabric_agent: 0.3kg/yard; zipper_agent: 5g/pcs,supply_crack
SHP-202507-01,2025-07-08,2025-07-08,2025,2026,Urban Trail Korea,부산항,W2WPM10GY,여름,여성,혼방,바지,그레이,46321,46321,74113.6,46321,46.321,22234.1,231.605,46.321,5,label_agent: 1000pcs=1kg; fabric_agent: 0.3kg/yard; zipper_agent: 5g/pcs,supply_crack
SHP-202507-02,2025-07-18,2025-07-18,2025,2026,Daily Cotton Studio,인천항,W3MJW01NV,가을,남성,울,재킷,네이비,41038,41038,86179.8,82076,41.038,25853.9,410.38,41.038,5,label_agent: 1000pcs=1kg; fabric_agent: 0.3kg/yard; zipper_agent: 5g/pcs,supply_crack
SHP-202507-03,2025-07-27,2025-07-27,2025,2026,River Outdoor Co.,부산항,W4WDP11BK,겨울,여성,폴리에스터,다운,블랙,44494,44494,106785.6,44494,44.494,32035.7,222.47,44.494,5,label_agent: 1000pcs=1kg; fabric_agent: 0.3kg/yard; zipper_agent: 5g/pcs,supply_crack
SHP-202508-01,2025-08-07,2025-08-07,2025,2026,Mode Basic Partners,부산항,W2WPL07BE,여름,여성,린넨,바지,베이지,30020,30020,48032.0,30020,30.02,14409.6,150.1,30.02,4,label_agent: 1000pcs=1kg; fabric_agent: 0.3kg/yard; zipper_agent: 5g/pcs,supply_crack
SHP-202508-02,2025-08-15,2025-08-15,2025,2026,North Peak Apparel,인천항,W1MTP05BE,봄,남성,폴리에스터,티셔츠,베이지,36949,36949,44338.8,36949,36.949,13301.6,184.745,36.949,4,label_agent: 1000pcs=1kg; fabric_agent: 0.3kg/yard; zipper_agent: 5g/pcs,supply_crack
SHP-202508-03,2025-08-23,2025-08-23,2025,2026,Urban Trail Korea,부산항,W2WTL06WH,여름,여성,린넨,티셔츠,화이트,30904,30904,37084.8,30904,30.904,11125.4,154.52,30.904,4,label_agent: 1000pcs=1kg; fabric_agent: 0.3kg/yard; zipper_agent: 5g/pcs,supply_crack
SHP-202508-04,2025-08-28,2025-08-28,2025,2026,Daily Cotton Studio,인천항,W2MPL09NV,여름,남성,린넨,바지,네이비,39186,39186,62697.6,39186,39.186,18809.3,195.93,39.186,4,label_agent: 1000pcs=1kg; fabric_agent: 0.3kg/yard; zipper_agent: 5g/pcs,supply_crack
SHP-202509-01,2025-09-08,2025-09-08,2025,2026,River Outdoor Co.,인천항,W3MJW01NV,가을,남성,울,재킷,네이비,33900,33900,71190.0,67800,33.9,21357.0,339.0,33.9,4,label_agent: 1000pcs=1kg; fabric_agent: 0.3kg/yard; zipper_agent: 5g/pcs,supply_crack
SHP-202509-02,2025-09-18,2025-09-18,2025,2026,Mode Basic Partners,부산항,W4WDP11BK,겨울,여성,폴리에스터,다운,블랙,39090,39090,93816.0,39090,39.09,28144.8,195.45,39.09,4,label_agent: 1000pcs=1kg; fabric_agent: 0.3kg/yard; zipper_agent: 5g/pcs,supply_crack
SHP-202509-03,2025-09-27,2025-09-27,2025,2026,North Peak Apparel,인천항,W2MTC08RD,여름,남성,면,티셔츠,레드,31983,31983,38379.6,31983,31.983,11513.9,159.915,31.983,4,label_agent: 1000pcs=1kg; fabric_agent: 0.3kg/yard; zipper_agent: 5g/pcs,supply_crack
SHP-202510-01,2025-10-08,2025-10-08,2025,2026,Urban Trail Korea,인천항,W1MTP05BE,봄,남성,폴리에스터,티셔츠,베이지,42467,42467,50960.4,42467,42.467,15288.1,212.335,42.467,5,label_agent: 1000pcs=1kg; fabric_agent: 0.3kg/yard; zipper_agent: 5g/pcs,supply_crack
SHP-202510-02,2025-10-18,2025-10-18,2025,2026,Daily Cotton Studio,부산항,W2WTL06WH,여름,여성,린넨,티셔츠,화이트,39386,39386,47263.2,39386,39.386,14179.0,196.93,39.386,4,label_agent: 1000pcs=1kg; fabric_agent: 0.3kg/yard; zipper_agent: 5g/pcs,supply_crack
SHP-202510-03,2025-10-27,2025-10-27,2025,2026,River Outdoor Co.,인천항,W2MPL09NV,여름,남성,린넨,바지,네이비,41739,41739,66782.4,41739,41.739,20034.7,208.695,41.739,5,label_agent: 1000pcs=1kg; fabric_agent: 0.3kg/yard; zipper_agent: 5g/pcs,supply_crack
SHP-202511-01,2025-11-07,2025-11-07,2025,2026,Mode Basic Partners,인천항,W3MJW01NV,가을,남성,울,재킷,네이비,40824,40824,85730.4,81648,40.824,25719.1,408.24,40.824,5,label_agent: 1000pcs=1kg; fabric_agent: 0.3kg/yard; zipper_agent: 5g/pcs,supply_crack
SHP-202511-02,2025-11-15,2025-11-15,2025,2026,North Peak Apparel,부산항,W4WDP11BK,겨울,여성,폴리에스터,다운,블랙,37002,37002,88804.8,37002,37.002,26641.4,185.01,37.002,4,label_agent: 1000pcs=1kg; fabric_agent: 0.3kg/yard; zipper_agent: 5g/pcs,supply_crack
SHP-202511-03,2025-11-23,2025-11-23,2025,2026,Urban Trail Korea,인천항,W2MTC08RD,여름,남성,면,티셔츠,레드,35553,35553,42663.6,35553,35.553,12799.1,177.765,35.553,4,label_agent: 1000pcs=1kg; fabric_agent: 0.3kg/yard; zipper_agent: 5g/pcs,supply_crack
SHP-202511-04,2025-11-28,2025-11-28,2025,2026,Daily Cotton Studio,부산항,W2WPL07BE,여름,여성,린넨,바지,베이지,43567,43567,69707.2,43567,43.567,20912.2,217.835,43.567,5,label_agent: 1000pcs=1kg; fabric_agent: 0.3kg/yard; zipper_agent: 5g/pcs,supply_crack
SHP-202512-01,2025-12-08,2025-12-08,2025,2026,River Outdoor Co.,부산항,W2WTL06WH,여름,여성,린넨,티셔츠,화이트,37337,37337,44804.4,37337,37.337,13441.3,186.685,37.337,4,label_agent: 1000pcs=1kg; fabric_agent: 0.3kg/yard; zipper_agent: 5g/pcs,supply_crack
SHP-202512-02,2025-12-18,2025-12-18,2025,2026,Mode Basic Partners,인천항,W2MPL09NV,여름,남성,린넨,바지,네이비,43329,43329,69326.4,43329,43.329,20797.9,216.645,43.329,5,label_agent: 1000pcs=1kg; fabric_agent: 0.3kg/yard; zipper_agent: 5g/pcs,supply_crack
SHP-202512-03,2025-12-27,2025-12-27,2025,2026,North Peak Apparel,부산항,W2WPM10GY,여름,여성,혼방,바지,그레이,34292,34292,54867.2,34292,34.292,16460.2,171.46,34.292,4,label_agent: 1000pcs=1kg; fabric_agent: 0.3kg/yard; zipper_agent: 5g/pcs,supply_crack
SHP-202601-01,2026-01-08,2026-01-08,2026,2027,Daily Cotton Studio,부산항,W2MPL09NV,여름,남성,린넨,바지,네이비,26157,26157,41851.2,26157,26.157,12555.4,130.785,26.157,3,label_agent: 1000pcs=1kg; fabric_agent: 0.3kg/yard; zipper_agent: 5g/pcs,supply_and_production_break
SHP-202601-02,2026-01-18,2026-01-18,2026,2027,River Outdoor Co.,인천항,W2WPM10GY,여름,여성,혼방,바지,그레이,31613,31613,50580.8,31613,31.613,15174.2,158.065,31.613,4,label_agent: 1000pcs=1kg; fabric_agent: 0.3kg/yard; zipper_agent: 5g/pcs,supply_and_production_break
SHP-202601-03,2026-01-27,2026-01-27,2026,2027,Mode Basic Partners,부산항,W3MJW01NV,가을,남성,울,재킷,네이비,31997,31997,67193.7,63994,31.997,20158.1,319.97,31.997,4,label_agent: 1000pcs=1kg; fabric_agent: 0.3kg/yard; zipper_agent: 5g/pcs,supply_and_production_break
SHP-202602-01,2026-02-07,2026-02-07,2026,2027,North Peak Apparel,부산항,W2MTC08RD,여름,남성,면,티셔츠,레드,29097,29097,34916.4,29097,29.097,10474.9,145.485,29.097,3,label_agent: 1000pcs=1kg; fabric_agent: 0.3kg/yard; zipper_agent: 5g/pcs,supply_and_production_break
SHP-202602-02,2026-02-15,2026-02-15,2026,2027,Urban Trail Korea,인천항,W2WPL07BE,여름,여성,린넨,바지,베이지,26824,26824,42918.4,26824,26.824,12875.5,134.12,26.824,3,label_agent: 1000pcs=1kg; fabric_agent: 0.3kg/yard; zipper_agent: 5g/pcs,supply_and_production_break
SHP-202602-03,2026-02-23,2026-02-23,2026,2027,Daily Cotton Studio,부산항,W1MTP05BE,봄,남성,폴리에스터,티셔츠,베이지,29956,29956,35947.2,29956,29.956,10784.2,149.78,29.956,3,label_agent: 1000pcs=1kg; fabric_agent: 0.3kg/yard; zipper_agent: 5g/pcs,supply_and_production_break
SHP-202602-04,2026-02-28,2026-02-28,2026,2027,River Outdoor Co.,인천항,W2WTL06WH,여름,여성,린넨,티셔츠,화이트,27179,27179,32614.8,27179,27.179,9784.4,135.895,27.179,3,label_agent: 1000pcs=1kg; fabric_agent: 0.3kg/yard; zipper_agent: 5g/pcs,supply_and_production_break
SHP-202603-01,2026-03-08,2026-03-08,2026,2027,Mode Basic Partners,인천항,W2WPM10GY,여름,여성,혼방,바지,그레이,30129,30129,48206.4,30129,30.129,14461.9,150.645,30.129,4,label_agent: 1000pcs=1kg; fabric_agent: 0.3kg/yard; zipper_agent: 5g/pcs,supply_and_production_break
SHP-202603-02,2026-03-18,2026-03-18,2026,2027,North Peak Apparel,부산항,W3MJW01NV,가을,남성,울,재킷,네이비,36238,36238,76099.8,72476,36.238,22829.9,362.38,36.238,4,label_agent: 1000pcs=1kg; fabric_agent: 0.3kg/yard; zipper_agent: 5g/pcs,supply_and_production_break
SHP-202603-03,2026-03-27,2026-03-27,2026,2027,Urban Trail Korea,인천항,W4WDP11BK,겨울,여성,폴리에스터,다운,블랙,31715,31715,76116.0,31715,31.715,22834.8,158.575,31.715,4,label_agent: 1000pcs=1kg; fabric_agent: 0.3kg/yard; zipper_agent: 5g/pcs,supply_and_production_break
SHP-202604-01,2026-04-08,2026-04-08,2026,2027,Daily Cotton Studio,인천항,W2WPL07BE,여름,여성,린넨,바지,베이지,32857,32857,52571.2,32857,32.857,15771.4,164.285,32.857,4,label_agent: 1000pcs=1kg; fabric_agent: 0.3kg/yard; zipper_agent: 5g/pcs,supply_and_production_break
SHP-202604-02,2026-04-18,2026-04-18,2026,2027,River Outdoor Co.,부산항,W1MTP05BE,봄,남성,폴리에스터,티셔츠,베이지,35193,35193,42231.6,35193,35.193,12669.5,175.965,35.193,4,label_agent: 1000pcs=1kg; fabric_agent: 0.3kg/yard; zipper_agent: 5g/pcs,supply_and_production_break
SHP-202604-03,2026-04-27,2026-04-27,2026,2027,Mode Basic Partners,인천항,W2WTL06WH,여름,여성,린넨,티셔츠,화이트,36646,36646,43975.2,36646,36.646,13192.6,183.23,36.646,4,label_agent: 1000pcs=1kg; fabric_agent: 0.3kg/yard; zipper_agent: 5g/pcs,supply_and_production_break
SHP-202605-01,2026-05-07,2026-05-07,2026,2027,North Peak Apparel,인천항,W2WPM10GY,여름,여성,혼방,바지,그레이,40485,40485,64776.0,40485,40.485,19432.8,202.425,40.485,5,label_agent: 1000pcs=1kg; fabric_agent: 0.3kg/yard; zipper_agent: 5g/pcs,supply_and_production_break
SHP-202605-02,2026-05-15,2026-05-15,2026,2027,Urban Trail Korea,부산항,W3MJW01NV,가을,남성,울,재킷,네이비,35479,35479,74505.9,70958,35.479,22351.8,354.79,35.479,4,label_agent: 1000pcs=1kg; fabric_agent: 0.3kg/yard; zipper_agent: 5g/pcs,supply_and_production_break
SHP-202605-03,2026-05-23,2026-05-23,2026,2027,Daily Cotton Studio,인천항,W4WDP11BK,겨울,여성,폴리에스터,다운,블랙,37448,37448,89875.2,37448,37.448,26962.6,187.24,37.448,4,label_agent: 1000pcs=1kg; fabric_agent: 0.3kg/yard; zipper_agent: 5g/pcs,supply_and_production_break
SHP-202605-04,2026-05-28,2026-05-28,2026,2027,River Outdoor Co.,부산항,W2MTC08RD,여름,남성,면,티셔츠,레드,39083,39083,46899.6,39083,39.083,14069.9,195.415,39.083,4,label_agent: 1000pcs=1kg; fabric_agent: 0.3kg/yard; zipper_agent: 5g/pcs,supply_and_production_break
SHP-202606-01,2026-06-08,2026-06-08,2026,2027,Mode Basic Partners,부산항,W1MTP05BE,봄,남성,폴리에스터,티셔츠,베이지,44045,44045,52854.0,44045,44.045,15856.2,220.225,44.045,5,label_agent: 1000pcs=1kg; fabric_agent: 0.3kg/yard; zipper_agent: 5g/pcs,supply_and_production_break
SHP-202606-02,2026-06-18,2026-06-18,2026,2027,North Peak Apparel,인천항,W2WTL06WH,여름,여성,린넨,티셔츠,화이트,35166,35166,42199.2,35166,35.166,12659.8,175.83,35.166,4,label_agent: 1000pcs=1kg; fabric_agent: 0.3kg/yard; zipper_agent: 5g/pcs,supply_and_production_break
SHP-202606-03,2026-06-27,2026-06-27,2026,2027,Urban Trail Korea,부산항,W2MPL09NV,여름,남성,린넨,바지,네이비,33338,33338,53340.8,33338,33.338,16002.2,166.69,33.338,4,label_agent: 1000pcs=1kg; fabric_agent: 0.3kg/yard; zipper_agent: 5g/pcs,supply_and_production_break
SHP-202607-01,2026-07-03,2026-07-03,2026,2027,Daily Cotton Studio,부산항,W3MJW01NV,가을,남성,울,재킷,네이비,36658,36658,76981.8,73316,36.658,23094.5,366.58,36.658,4,label_agent: 1000pcs=1kg; fabric_agent: 0.3kg/yard; zipper_agent: 5g/pcs,july_normal
SHP-202607-02,2026-07-10,2026-07-10,2026,2027,River Outdoor Co.,인천항,W4WDP11BK,겨울,여성,폴리에스터,다운,블랙,38344,38344,92025.6,38344,38.344,27607.7,191.72,38.344,4,label_agent: 1000pcs=1kg; fabric_agent: 0.3kg/yard; zipper_agent: 5g/pcs,july_due_day_pressure
SHP-202607-03,2026-07-17,2026-07-17,2026,2027,Mode Basic Partners,부산항,W2MTC08RD,여름,남성,면,티셔츠,레드,35769,35769,42922.8,35769,35.769,12876.8,178.845,35.769,4,label_agent: 1000pcs=1kg; fabric_agent: 0.3kg/yard; zipper_agent: 5g/pcs,july_round_trip_candidate
SHP-202607-04,2026-07-24,2026-07-24,2026,2027,North Peak Apparel,인천항,W2WPL07BE,여름,여성,린넨,바지,베이지,43078,43078,68924.8,43078,43.078,20677.4,215.39,43.078,5,label_agent: 1000pcs=1kg; fabric_agent: 0.3kg/yard; zipper_agent: 5g/pcs,july_heavy_load
SHP-202607-05,2026-07-31,2026-07-31,2026,2027,Urban Trail Korea,부산항,W1MTP05BE,봄,남성,폴리에스터,티셔츠,베이지,41800,41800,50160.0,41800,41.8,15048.0,209.0,41.8,5,label_agent: 1000pcs=1kg; fabric_agent: 0.3kg/yard; zipper_agent: 5g/pcs,july_duplicate_guard
SHP-202608-01,2026-08-07,2026-08-07,2026,2027,Daily Cotton Studio,부산항,W2MPL09NV,여름,남성,린넨,바지,네이비,32303,32303,51684.8,32303,32.303,15505.4,161.515,32.303,4,label_agent: 1000pcs=1kg; fabric_agent: 0.3kg/yard; zipper_agent: 5g/pcs,supply_and_production_break
SHP-202608-02,2026-08-15,2026-08-15,2026,2027,River Outdoor Co.,인천항,W2WPM10GY,여름,여성,혼방,바지,그레이,37354,37354,59766.4,37354,37.354,17929.9,186.77,37.354,4,label_agent: 1000pcs=1kg; fabric_agent: 0.3kg/yard; zipper_agent: 5g/pcs,supply_and_production_break
SHP-202608-03,2026-08-23,2026-08-23,2026,2027,Mode Basic Partners,부산항,W3MJW01NV,가을,남성,울,재킷,네이비,31068,31068,65242.8,62136,31.068,19572.8,310.68,31.068,4,label_agent: 1000pcs=1kg; fabric_agent: 0.3kg/yard; zipper_agent: 5g/pcs,supply_and_production_break
SHP-202608-04,2026-08-28,2026-08-28,2026,2027,North Peak Apparel,인천항,W4WDP11BK,겨울,여성,폴리에스터,다운,블랙,34112,34112,81868.8,34112,34.112,24560.6,170.56,34.112,4,label_agent: 1000pcs=1kg; fabric_agent: 0.3kg/yard; zipper_agent: 5g/pcs,supply_and_production_break
SHP-202609-01,2026-09-08,2026-09-08,2026,2027,Urban Trail Korea,인천항,W2WPL07BE,여름,여성,린넨,바지,베이지,36809,36809,58894.4,36809,36.809,17668.3,184.045,36.809,4,label_agent: 1000pcs=1kg; fabric_agent: 0.3kg/yard; zipper_agent: 5g/pcs,supply_and_production_break
SHP-202609-02,2026-09-18,2026-09-18,2026,2027,Daily Cotton Studio,부산항,W1MTP05BE,봄,남성,폴리에스터,티셔츠,베이지,29471,29471,35365.2,29471,29.471,10609.6,147.355,29.471,3,label_agent: 1000pcs=1kg; fabric_agent: 0.3kg/yard; zipper_agent: 5g/pcs,supply_and_production_break
SHP-202609-03,2026-09-27,2026-09-27,2026,2027,River Outdoor Co.,인천항,W2WTL06WH,여름,여성,린넨,티셔츠,화이트,34319,34319,41182.8,34319,34.319,12354.8,171.595,34.319,4,label_agent: 1000pcs=1kg; fabric_agent: 0.3kg/yard; zipper_agent: 5g/pcs,supply_and_production_break
SHP-202610-01,2026-10-08,2026-10-08,2026,2027,Mode Basic Partners,인천항,W2WPM10GY,여름,여성,혼방,바지,그레이,40729,40729,65166.4,40729,40.729,19549.9,203.645,40.729,5,label_agent: 1000pcs=1kg; fabric_agent: 0.3kg/yard; zipper_agent: 5g/pcs,supply_and_production_break
SHP-202610-02,2026-10-18,2026-10-18,2026,2027,North Peak Apparel,부산항,W3MJW01NV,가을,남성,울,재킷,네이비,39399,39399,82737.9,78798,39.399,24821.4,393.99,39.399,4,label_agent: 1000pcs=1kg; fabric_agent: 0.3kg/yard; zipper_agent: 5g/pcs,supply_and_production_break
SHP-202610-03,2026-10-27,2026-10-27,2026,2027,Urban Trail Korea,인천항,W4WDP11BK,겨울,여성,폴리에스터,다운,블랙,40372,40372,96892.8,40372,40.372,29067.8,201.86,40.372,5,label_agent: 1000pcs=1kg; fabric_agent: 0.3kg/yard; zipper_agent: 5g/pcs,supply_and_production_break
SHP-202611-01,2026-11-07,2026-11-07,2026,2027,Daily Cotton Studio,인천항,W2WPL07BE,여름,여성,린넨,바지,베이지,42351,42351,67761.6,42351,42.351,20328.5,211.755,42.351,5,label_agent: 1000pcs=1kg; fabric_agent: 0.3kg/yard; zipper_agent: 5g/pcs,supply_and_production_break
SHP-202611-02,2026-11-15,2026-11-15,2026,2027,River Outdoor Co.,부산항,W1MTP05BE,봄,남성,폴리에스터,티셔츠,베이지,42138,42138,50565.6,42138,42.138,15169.7,210.69,42.138,5,label_agent: 1000pcs=1kg; fabric_agent: 0.3kg/yard; zipper_agent: 5g/pcs,supply_and_production_break
SHP-202611-03,2026-11-23,2026-11-23,2026,2027,Mode Basic Partners,인천항,W2WTL06WH,여름,여성,린넨,티셔츠,화이트,33824,33824,40588.8,33824,33.824,12176.6,169.12,33.824,4,label_agent: 1000pcs=1kg; fabric_agent: 0.3kg/yard; zipper_agent: 5g/pcs,supply_and_production_break
SHP-202611-04,2026-11-28,2026-11-28,2026,2027,North Peak Apparel,부산항,W2MPL09NV,여름,남성,린넨,바지,네이비,39120,39120,62592.0,39120,39.12,18777.6,195.6,39.12,4,label_agent: 1000pcs=1kg; fabric_agent: 0.3kg/yard; zipper_agent: 5g/pcs,supply_and_production_break
SHP-202612-01,2026-12-08,2026-12-08,2026,2027,Urban Trail Korea,부산항,W3MJW01NV,가을,남성,울,재킷,네이비,37547,37547,78848.7,75094,37.547,23654.6,375.47,37.547,4,label_agent: 1000pcs=1kg; fabric_agent: 0.3kg/yard; zipper_agent: 5g/pcs,supply_and_production_break
SHP-202612-02,2026-12-18,2026-12-18,2026,2027,Daily Cotton Studio,인천항,W4WDP11BK,겨울,여성,폴리에스터,다운,블랙,39044,39044,93705.6,39044,39.044,28111.7,195.22,39.044,4,label_agent: 1000pcs=1kg; fabric_agent: 0.3kg/yard; zipper_agent: 5g/pcs,supply_and_production_break
SHP-202612-03,2026-12-27,2026-12-27,2026,2027,River Outdoor Co.,부산항,W2MTC08RD,여름,남성,면,티셔츠,레드,36345,36345,43614.0,36345,36.345,13084.2,181.725,36.345,4,label_agent: 1000pcs=1kg; fabric_agent: 0.3kg/yard; zipper_agent: 5g/pcs,supply_and_production_break
